chr	start	end	strand	totalbp	nTags	nReads	nTaxaCovered	minTaxaCovered	status	nVariableSites	posVariableSites	nVarSitesKept	posVarSitesKept	refTag?	maxTagLen	minTagLen
1	531129584	531129647	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531135647	531135710	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	531154695	531154758	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531159017	531159080	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	531163335	531163398	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531285354	531285417	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531285294	531285357	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531384659	531384722	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	531403781	531403844	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	531479800	531479863	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531581429	531581492	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531594036	531594099	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531618526	531618589	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531699218	531699281	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531724241	531724304	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531740329	531740392	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531759101	531759164	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531765047	531765110	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531782152	531782215	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531784154	531784217	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	531826372	531826402	-1	31	1	1	1	15	invariant	0	NA	0	NA	1	31	31
1	531848717	531848780	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	531855806	531855869	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	531889061	531889124	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	531913732	531913795	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	531940423	531940486	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	531946989	531947052	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	531953747	531953810	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532011637	532011700	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	532032162	532032225	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532058500	532058563	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	532072839	532072902	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532113917	532113980	-1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	532148134	532148197	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532165157	532165220	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	532165338	532165401	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532260123	532260186	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532274783	532274846	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532275642	532275705	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532327744	532327807	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	532339134	532339197	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	532345860	532345923	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532347569	532347632	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	532417392	532417455	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532467047	532467110	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532480831	532480894	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532504934	532504997	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532507969	532508032	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532507909	532507972	-1	64	1	4	4	15	invariant	0	NA	0	NA	0	64	64
1	532520089	532520152	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532558717	532558780	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	532573420	532573483	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532624652	532624715	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532654852	532654915	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532696991	532697054	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	532715603	532715666	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532787251	532787314	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	532809036	532809099	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532840040	532840103	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	532882199	532882262	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532924289	532924352	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	532938897	532938960	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	532945291	532945354	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	532991198	532991261	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533085062	533085125	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533255524	533255587	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533256331	533256394	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	533271623	533271686	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533299855	533299918	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	533316031	533316094	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533349695	533349758	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533395173	533395236	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	533409584	533409647	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533421010	533421073	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	533455244	533455307	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533487264	533487327	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	533498259	533498322	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	533505356	533505419	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	533547754	533547817	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533603466	533603529	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	533608788	533608828	-1	41	1	1	1	15	invariant	0	NA	0	NA	0	41	41
1	533608842	533608905	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533692999	533693062	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533747117	533747180	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	533762919	533762982	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	533811094	533811157	-1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	533821866	533821929	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	533831267	533831330	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533852952	533853015	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	533853014	533853073	-1	60	1	1	1	15	invariant	0	NA	0	NA	1	60	60
1	533865121	533865184	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533895374	533895437	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	533902881	533902944	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	533941561	533941624	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	533951618	533951681	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534042819	534042882	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534121191	534121254	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	534157339	534157402	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	534158875	534158938	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534170606	534170669	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534173923	534173986	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534214152	534214215	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	534249482	534249545	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534279151	534279214	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534314119	534314182	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534325818	534325881	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	534447542	534447605	-1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	534471232	534471295	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534494268	534494331	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534538754	534538817	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534577447	534577510	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	534590672	534590735	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534600366	534600429	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534650398	534650461	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	534756847	534756910	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	534780476	534780539	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	534884021	534884084	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	534930104	534930167	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	534968684	534968747	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	534968624	534968687	-1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	535037181	535037244	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535053185	535053248	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535064808	535064871	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	535072940	535073003	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535132833	535132896	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535136851	535136914	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535259838	535259901	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535264176	535264239	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	535299754	535299817	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535326210	535326273	1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	535328116	535328179	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535341190	535341253	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535410425	535410488	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535439589	535439652	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535491133	535491196	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535518994	535519057	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	535518934	535518997	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	535555166	535555229	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535597933	535597996	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535597873	535597936	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535598761	535598824	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	535611587	535611650	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	535779686	535779749	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535786790	535786853	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	535963615	535963678	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536017764	536017827	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536029335	536029398	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536037739	536037802	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	536039742	536039805	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	536047389	536047452	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	536068055	536068118	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	536071120	536071183	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536113441	536113504	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536132321	536132384	-1	64	3	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	536145922	536145985	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536162518	536162581	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536189559	536189622	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536257605	536257668	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	536258470	536258533	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536326455	536326518	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536397783	536397846	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	536481358	536481421	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536487496	536487559	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536532097	536532160	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	536532756	536532819	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	536543264	536543327	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536545610	536545673	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536611775	536611838	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	536613735	536613798	1	64	4	4	3	15	tooFewTaxa	NA	NA	0	NA	1	64	46
1	536627650	536627713	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536641310	536641373	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	536693881	536693944	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536723787	536723850	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536733149	536733212	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	536786251	536786314	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536839013	536839076	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	536869793	536869856	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	536876281	536876344	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	536876782	536876845	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	536940378	536940418	-1	41	1	1	1	15	invariant	0	NA	0	NA	1	41	41
1	537032213	537032276	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537065347	537065410	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537092549	537092612	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537253737	537253800	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537254956	537255019	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537295762	537295825	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	537331908	537331971	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	537348729	537348792	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537523768	537523831	1	64	2	2	1	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	537523708	537523771	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537526934	537526997	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	537559295	537559358	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	537559235	537559298	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	537581766	537581829	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	537585091	537585154	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537626607	537626670	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	537636375	537636438	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537667936	537667999	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	537710451	537710514	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537724516	537724579	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537879664	537879727	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537884685	537884748	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	537960835	537960898	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	537971140	537971203	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	538098530	538098593	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538164469	538164532	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	538166013	538166076	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	538216474	538216537	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538234953	538235016	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	538285475	538285538	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	538319674	538319737	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538346717	538346780	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	538356775	538356838	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	538494161	538494224	1	64	2	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	538594154	538594217	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	538594094	538594157	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538657666	538657729	1	64	3	10	9	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	538657606	538657669	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	538672430	538672493	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	538763557	538763620	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	538886796	538886859	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538907793	538907856	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	538922389	538922452	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538938734	538938797	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	538971184	538971247	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539022099	539022162	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	539068653	539068716	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539108807	539108870	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539121145	539121208	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539170686	539170749	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539290050	539290113	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539464117	539464180	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539471285	539471348	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539512706	539512769	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539520670	539520733	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539567764	539567827	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539570905	539570968	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539604492	539604555	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539630370	539630433	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539649865	539649928	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539649805	539649868	-1	64	1	2	1	15	invariant	0	NA	0	NA	0	64	64
1	539678270	539678333	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539678426	539678489	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	539697243	539697304	1	62	1	1	1	15	invariant	0	NA	0	NA	0	62	62
1	539720195	539720258	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	539730927	539730990	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	539733731	539733794	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539736821	539736884	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	539736761	539736824	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	539746749	539746812	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	539781658	539781721	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539854089	539854152	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539865147	539865210	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	539923796	539923859	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	539977220	539977283	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	540024375	540024438	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540058211	540058274	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	540100888	540100951	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540116926	540116989	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540120418	540120481	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540121461	540121524	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540125643	540125676	1	34	1	1	1	15	invariant	0	NA	0	NA	1	34	34
1	540234425	540234488	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540257147	540257210	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540414485	540414548	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540442978	540443041	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540504322	540504385	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540565158	540565221	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540583368	540583431	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540596855	540596918	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540597320	540597383	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540624012	540624075	1	64	3	10	9	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	540646486	540646549	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540664302	540664365	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540707970	540708033	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	540860407	540860470	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540894696	540894759	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	540920108	540920171	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	540947424	540947487	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	540958476	540958539	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541000989	541001052	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541015612	541015675	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541015552	541015615	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541015802	541015865	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541017222	541017285	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	541022539	541022602	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541036075	541036138	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541076170	541076233	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	541076110	541076173	-1	64	1	7	6	15	invariant	0	NA	0	NA	1	64	64
1	541106315	541106378	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541148760	541148823	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541253265	541253328	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	541253644	541253707	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	541263024	541263087	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541265243	541265306	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	541282446	541282509	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	541283245	541283308	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541402787	541402850	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541486993	541487056	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	541637090	541637153	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541650094	541650157	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541663016	541663045	1	30	1	1	1	15	invariant	0	NA	0	NA	1	30	30
1	541758758	541758821	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541796830	541796893	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	541881673	541881736	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	541950554	541950617	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	541999975	542000038	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	542049541	542049604	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	542086600	542086663	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	542170815	542170878	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	542226637	542226700	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	542235382	542235445	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	542241894	542241957	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	542312569	542312632	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	542320488	542320551	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	542336982	542337045	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	542342566	542342629	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	542362439	542362502	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
